관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연도,관리기관전화번호,위도,경도,데이터기준일자
대구광역시 달서구청,감삼4길 55(감삼동),감삼동 129-19,생활안전,1,200,회전,30,2015년,053-667-3900,35.85145,128.5443333,2021.6.14
대구광역시 달서구청,,감삼동 135-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.8515764,128.5425006,2021.6.14
대구광역시 달서구청,감삼2길 18(감삼동),감삼동 165-17,생활안전,1,200,회전,30,2015년,053-667-3900,35.84938889,128.5399806,2021.6.14
대구광역시 달서구청,당산로21길 8(감삼동),감삼동 207-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.8470264,128.5445244,2021.6.14
대구광역시 달서구청,당산로21길 46(감삼동),감삼동 201-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.84730833,128.5423444,2021.6.14
대구광역시 달서구청,와룡로32길 109(감삼동),감삼동 205-8,생활안전,1,200,회전,30,2015년,053-667-3900,35.84619167,128.543425,2021.6.14
대구광역시 달서구청,와룡로28길 115(감삼동),감삼동 206-72,생활안전,1,200,회전,30,2015년,053-667-3900,35.84477222,128.5436111,2021.6.14
대구광역시 달서구청,감삼남2길 78(감삼동),감삼동 288-5,생활안전,1,200,회전,30,2015년,053-667-3900,35.84550278,128.5406694,2021.6.14
대구광역시 달서구청,죽전길 109(죽전동),죽전동 203-6,생활안전,1,200,회전,30,2015년,053-667-3900,35.85673611,128.5401333,2021.6.14
대구광역시 달서구청,죽전1길 110(죽전동),죽전동 216-9,생활안전,1,200,회전,30,2015년,053-667-3900,35.85433889,128.5383806,2021.6.14
대구광역시 달서구청,죽전1길 7(죽전동),죽전동 280-8,생활안전,1,200,회전,30,2015년,053-667-3900,35.85231944,128.5409222,2021.6.14
대구광역시 달서구청,당산로41길 14(감삼동),감삼동 30-20,생활안전,1,200,회전,30,2015년,053-667-3900,35.85496944,128.5469778,2021.6.14
대구광역시 달서구청,당산로41서길 30(감삼동),감삼동 53-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.85532778,128.5437667,2021.6.14
대구광역시 달서구청,달구벌대로323길 33(감삼동),감삼동 44-6,생활안전,1,200,회전,30,2015년,053-667-3900,35.85404444,128.5418556,2021.6.14
대구광역시 달서구청,달구벌대로323길 16(감삼동),감삼동 47-5,생활안전,1,200,회전,30,2015년,053-667-3900,35.85326111,128.5425556,2021.6.14
대구광역시 달서구청,용산큰못2길 24(용산동),용산1동 920,생활안전,1,200,회전,30,2015년,053-667-3900,35.86031389,128.5269028,2021.6.14
대구광역시 달서구청,성지로16길 61(용산동),용산동 491-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.85766389,128.522825,2021.6.14
대구광역시 달서구청,와룡로41길 39(죽전동),죽전동 269-1,생활안전,1,200,고정,30,2012년,053-667-3900,35.85136667,128.5350472,2021.6.14
대구광역시 달서구청,와룡로53길 10-19(죽전동),죽전동 367-12,생활안전,1,200,회전,30,2015년,053-667-3900,35.85773611,128.5366361,2021.6.14
대구광역시 달서구청,와룡로45길 39(죽전동),죽전동 261-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.8531042,128.5348128,2021.6.14
대구광역시 달서구청,죽전길 81(죽전동),죽전동 211-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.85550833,128.5401333,2021.6.14
대구광역시 달서구청,와룡로43길 36-5(죽전동),죽전동 261-3,생활안전,1,200,회전,30,2015년,053-667-3900,35.85237222,128.5351028,2021.6.14
대구광역시 달서구청,달구벌대로307길 112(죽전동),죽전동 399-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.8551358,128.5345329,2021.6.14
대구광역시 달서구청,감삼북길 79(죽전동),감삼동 128-17,생활안전,1,200,회전,30,2015년,053-667-3900,35.85219722,128.5443222,2021.6.14
대구광역시 달서구청,달구벌대로332길 21(죽전동),감삼동 108-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.85300278,128.5476667,2021.6.14
대구광역시 달서구청,달구벌대로332길 82(죽전동),감삼동 118-8,생활안전,1,200,회전,30,2015년,053-667-3900,35.85040833,128.5462778,2021.6.14
대구광역시 달서구청,감삼남길 149(감삼동),감삼동 124-38,생활안전,1,200,회전,30,2015년,053-667-3900,35.8497039,128.5451995,2021.6.14
대구광역시 달서구청,감삼남길 17(감삼동),감삼동 169-10,생활안전,1,200,회전,30,2015년,053-667-3900,35.84751111,128.5382611,2021.6.14
대구광역시 달서구청,감삼남2안길 11(감삼동),감삼동 177-6,생활안전,1,200,회전,30,2015년,053-667-3900,35.84676944,128.5400028,2021.6.14
대구광역시 달서구청,감삼남5길 36(감삼동),감삼동 200-25,생활안전,1,200,회전,30,2015년,053-667-3900,35.8478,128.5436361,2021.6.14
대구광역시 달서구청,두류길 89(두류동),두류2동 1236-5,생활안전,1,200,회전,30,2015년,053-667-3900,35.85906667,128.5697778,2021.6.14
대구광역시 달서구청,야외음악당로39서길 91(두류동),두류동 637-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.8514898,128.5523678,2021.6.14
대구광역시 달서구청,달구벌대로344길 87(두류동),두류3동 631-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.85318611,128.5506444,2021.6.14
대구광역시 달서구청,대명천로12길 46(성당동),성당1동 383-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.84042222,128.5536111,2021.6.14
대구광역시 달서구청,야외음악당로11길 21(성당동),성당동 498-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.84159167,128.5515667,2021.6.14
대구광역시 달서구청,선원로15안길 49(신당동),신당동 1677,생활안전,1,200,회전,30,2015년,053-667-3900,35.85975833,128.4971722,2021.6.14
대구광역시 달서구청,계대동문로4길 59(신당동),신당동 1834-6,생활안전,1,200,회전,30,2015년,053-667-3900,35.85273889,128.4939833,2021.6.14
대구광역시 달서구청,새방로6길 31(용산동),용산동 555-6,생활안전,1,200,회전,30,2015년,053-667-3900,35.86084722,128.5235806,2021.6.14
대구광역시 달서구청,성서로72길 85(이곡동),이곡1동 1000-300,생활안전,1,200,회전,30,2015년,053-667-3900,35.8493463,128.5124526,2021.6.14
대구광역시 달서구청,선원로23북길 17(이곡동),이곡2동 1312-16,생활안전,1,200,회전,30,2015년,053-667-3900,35.86071944,128.5045028,2021.6.14
대구광역시 달서구청,문화회관3길 49-17(장기동),장기동 284,생활안전,1,200,회전,30,2015년,053-667-3900,35.84809722,128.5196472,2021.6.14
대구광역시 달서구청,죽전1안길 52(죽전동),죽전동 212-12,생활안전,1,200,회전,30,2015년,053-667-3900,35.85428333,128.5394806,2021.6.14
대구광역시 달서구청,죽전1길 40(죽전동),죽전동 253-4,생활안전,1,200,회전,30,2015년,053-667-3900,35.85163056,128.5391028,2021.6.14
대구광역시 달서구청,월배로83길 87(송현동),송현2동 549-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.83198611,128.5472361,2021.6.14
대구광역시 달서구청,월배로84길 105(송현동),송현1동 1993-7,생활안전,1,200,회전,30,2015년,053-667-3900,35.82845833,128.5569222,2021.6.14
대구광역시 달서구청,월배로97길 16(송현동),송현2동 1036-8,생활안전,1,200,회전,30,2015년,053-667-3900,35.83653333,128.5555444,2021.6.14
대구광역시 달서구청,월배로85길 13(송현동),송현2동 183-63,생활안전,1,200,회전,30,2015년,053-667-3900,35.83271944,128.5521222,2021.6.14
대구광역시 달서구청,월배로74길 63(송현동),송현동 1974-7,생활안전,1,200,회전,30,2015년,053-667-3900,35.82613056,128.5518,2021.6.14
대구광역시 달서구청,상원로1길 66(진천동),진천동 828-7,생활안전,1,200,회전,30,2015년,053-667-3900,35.81037222,128.5319806,2021.6.14
대구광역시 달서구청,월배로28안길 20(진천동),진천동 238-23,생활안전,1,200,회전,30,2015년,053-667-3900,35.81444167,128.5288361,2021.6.14
대구광역시 달서구청,화암로73길 8-10(대곡동),대곡동 1017-5,생활안전,1,200,회전,30,2015년,053-667-3900,35.80666667,128.5194389,2021.6.14
대구광역시 달서구청,월암로 95(대천동),대천동 1012,생활안전,1,200,회전,30,2015년,053-667-3900,35.82481389,128.5132167,2021.6.14
대구광역시 달서구청,상원로1길 18(상인동),상인2동 1459-13,생활안전,1,200,회전,30,2015년,053-667-3900,35.81043611,128.5345694,2021.6.14
대구광역시 달서구청,상원로9길 29(상인동),상인2동 370-15,생활안전,1,200,회전,30,2015년,053-667-3900,35.81332222,128.5342917,2021.6.14
대구광역시 달서구청,상화북로43길 5(상인동),상인1동 1546,생활안전,1,200,회전,30,2015년,053-667-3900,35.81519722,128.5482028,2021.6.14
대구광역시 달서구청,달구벌대로203길 81(신당동),호산동 133-7,생활안전,1,200,회전,30,2016년,053-667-3900,35.85635556,128.4791611,2021.6.14
대구광역시 달서구청,와룡로58길 27(죽전동),죽전동 173-1,생활안전,1,200,회전,30,2016년,053-667-3900,35.85795833,128.5390111,2021.6.14
대구광역시 달서구청,와룡로52길 14(죽전동),죽전동 217-14,생활안전,1,200,회전,30,2016년,053-667-3900,35.85530278,128.5383917,2021.6.14
대구광역시 달서구청,와룡로49길 65(용산동),용산동 890-14,생활안전,1,200,회전,30,2016년,053-667-3900,35.8544,128.5335139,2021.6.14
대구광역시 달서구청,당산로30길 20,성당동 670-29,생활안전,1,200,회전,30,2015년,053-667-3900,35.84862222,128.5490556,2021.6.14
대구광역시 달서구청,장기로26길 81(성당동),성당2동 698-14,생활안전,1,200,회전,30,2015년,053-667-3900,35.84717222,128.5480556,2021.6.14
대구광역시 달서구청,당산동길 89(성당동),성당2동 675-43,생활안전,1,200,회전,30,2015년,053-667-3900,35.84521944,128.5494889,2021.6.14
대구광역시 달서구청,장산1길 108(용산동),용산동 927-5,생활안전,1,200,회전,30,2016년,053-667-3900,35.85766944,128.525125,2021.6.14
대구광역시 달서구청,장산2길 42(용산동),용산동 939-5,생활안전,1,200,회전,30,2016년,053-667-3900,35.85646667,128.5252361,2021.6.14
대구광역시 달서구청,장산1길 62(용산동),용산동942,생활안전,1,200,회전,30,2016년,053-667-3900,35.85586389,128.5244694,2021.6.14
대구광역시 달서구청,호산동로35북길 34(호산동),호산동 352-19,생활안전,1,200,회전,30,2016년,053-667-3900,35.85183056,128.4848611,2021.6.14
대구광역시 달서구청,호산동로35길 50(호산동),호산동 370-11,생활안전,1,200,회전,30,2016년,053-667-3900,35.85078333,128.4833278,2021.6.14
대구광역시 달서구청,서당로9길 46-28(신당동),신당동 1714-19,생활안전,1,200,회전,30,2016년,053-667-3900,35.857525,128.4926722,2021.6.14
대구광역시 달서구청,구마로42길 15(송현동),송현2동 83-3,생활안전,1,200,회전,30,2015년,053-667-3900,35.83629722,128.5507,2021.6.14
대구광역시 달서구청,구마로26안길 48(본동),본동 1069-11,생활안전,1,200,회전,30,2015년,053-667-3900,35.83541944,128.5388694,2021.6.14
대구광역시 달서구청,학산로7안길 66(본동),본동 610,생활안전,1,200,회전,30,2015년,053-667-3900,35.835801,128.5296919,2021.6.14
대구광역시 달서구청,송현동길 16(송현동),송현2동 185-30,생활안전,1,200,회전,30,2015년,053-667-3900,35.83035278,128.5499889,2021.6.14
대구광역시 달서구청,구마로12길 29(본동),본동 870,생활안전,1,200,회전,30,2015년,053-667-3900,35.83615556,128.5338917,2021.6.14
대구광역시 달서구청,중흥로9길 11(송현동),송현1동 242,생활안전,1,200,회전,30,2015년,053-667-3900,35.83069167,128.5571444,2021.6.14
대구광역시 달서구청,송현로2길 71(송현동),송현1동 1967-28,생활안전,1,200,회전,30,2015년,053-667-3900,35.8234,128.5526889,2021.6.14
대구광역시 달서구청,상화북로 55(진천동),진천동 815-15,생활안전,1,200,회전,30,2015년,053-667-3900,35.81196389,128.5322472,2021.6.14
대구광역시 달서구청,상화북로 29(진천동),진천동 272-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.81098611,128.5297472,2021.6.14
대구광역시 달서구청,진천로3길 9(진천동),진천동 344,생활안전,1,200,회전,30,2015년,053-667-3900,35.81029444,128.5253472,2021.6.14
대구광역시 달서구청,월배로 19-27(유천동),유천동 370-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.81234167,128.5166722,2021.6.14
대구광역시 달서구청,비슬로540길 27(대곡동),대곡동 22-4,생활안전,1,200,회전,30,2015년,053-667-3900,35.80763889,128.5115722,2021.6.14
대구광역시 달서구청,조암남로6길 33(월성동),월성동 774-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.82761389,128.5238806,2021.6.14
대구광역시 달서구청,상인로5길 9(상인동),상인3동 1580-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.81006944,128.5497917,2021.6.14
대구광역시 달서구청,미리샘길 17-13(도원동),도원동 1447-9,생활안전,1,200,회전,30,2015년,053-667-3900,35.80705833,128.5441583,2021.6.14
대구광역시 달서구청,상화로51안길 28(상인동),상인2동 1332-113,생활안전,1,200,회전,30,2015년,053-667-3900,35.80975278,128.540825,2021.6.14
대구광역시 달서구청,상화로59길 23(상인동),상인2동 1158,생활안전,1,200,회전,30,2015년,053-667-3900,35.80931389,128.5462583,2021.6.14
대구광역시 달서구청,월배로40길 69(상인동),상인2동 276-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.81575556,128.5374028,2021.6.14
대구광역시 달서구청,상인로26안길 28(상인동),상인1동 1536-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.81672222,128.5461028,2021.6.14
대구광역시 달서구청,월배로46길 30(상인동),상인동 246-17,생활안전,1,200,회전,30,2015년,053-667-3900,35.81714167,128.5371361,2021.6.14
대구광역시 달서구청,두류길 61(두류동),두류동 1212-12,생활안전,1,200,회전,30,2015년,053-667-3900,35.85937222,128.5711778,2021.6.14
대구광역시 달서구청,야외음악당로11길 49(성당동),성당동 568-8,생활안전,1,200,회전,30,2015년,053-667-3900,35.84161944,128.5501,2021.6.14
대구광역시 달서구청,장기로17길 19(성당동),성당동 554-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.84283056,128.5508,2021.6.14
대구광역시 달서구청,당산동2길 79(성당동),성당동 695-69,생활안전,1,200,회전,30,2015년,053-667-3900,35.8482499,128.5471504,2021.6.14
대구광역시 달서구청,본리서3길 49(본리동),본리동 1216-7,생활안전,1,200,회전,30,2015년,053-667-3900,35.83757778,128.5301917,2021.6.14
대구광역시 달서구청,선원로59길 17(용산동),용산동 592-10,생활안전,1,200,회전,30,2016년,053-667-3900,35.8597979,128.5241725,2021.6.14
대구광역시 달서구청,달구벌대로 1429-12(장기동),장기동 47,생활안전,1,200,회전,30,2016년,053-667-3900,35.85036944,128.5238583,2021.6.14
대구광역시 달서구청,대명천로 284(장기동),장기동 826-7,생활안전,1,200,회전,30,2016년,053-667-3900,35.84187778,128.5292917,2021.6.14
대구광역시 달서구청,선원로14길 43(신당동),신당동 1763-21,생활안전,1,200,회전,30,2016년,053-667-3900,35.85712778,128.4992389,2021.6.14
대구광역시 달서구청,호산동로35북길 60(호산동),호산동 352-9,생활안전,1,200,회전,30,2015년,053-667-3900,35.85180278,128.4833389,2021.6.14
대구광역시 달서구청,호산동로36길 45(호산동),호산동 357-46,생활안전,1,200,회전,30,2016년,053-667-3900,35.85077,128.488404,2021.6.14
대구광역시 달서구청,와룡로28길 19(감삼동),감삼동 286-23,생활안전,1,200,회전,30,2015년,053-667-3900,35.844825,128.5382694,2021.6.14
대구광역시 달서구청,와룡로28길 52(감삼동),감삼동 315-9,생활안전,1,200,회전,30,2015년,053-667-3900,35.844769,128.5400526,2021.6.14
대구광역시 달서구청,구마로11길 61(본리동),본리동 430-1,생활안전,1,200,회전,30,2015년,053-667-3900,35.84043333,128.533925,2021.6.14
대구광역시 달서구청,대명천로51길 59(본리동),본리동 648-5,생활안전,1,200,회전,30,2015년,053-667-3900,35.8392246,128.5333645,2021.6.14
대구광역시 달서구청,대명천로 224(장기동),장기동 548-14,생활안전,1,200,회전,30,2015년,053-667-3900,35.842506,128.5360758,2021.6.14
대구광역시 달서구청,와룡로49길 31(죽전동),죽전동 69,생활안전,1,200,회전,30,2015년,053-667-3900,35.85441944,128.5349611,2021.6.14
대구광역시 달서구청,월곡로43길 34(상인동),상인동 540-10,생활안전,1,200,회전,30,2015년,053-667-3900,35.81311667,128.5407806,2021.6.14
대구광역시 달서구청,상인로9안길 10(상인동),상인동 1570-4,생활안전,1,200,회전,30,2015년,053-667-3900,35.81051667,128.5477472,2021.6.14
대구광역시 달서구청,월곡로26안길 52(상인동),상인3동 1578,생활안전,1,200,회전,30,2015년,053-667-3900,35.81063611,128.5492806,2021.6.14
대구광역시 달서구청,상화로 372(상인동),상인동 1592-2,생활안전,1,200,회전,30,2016년,053-667-3900,35.80738611,128.5544139,2021.6.14
대구광역시 달서구청,학산로7안길 26(본동),본동 614-15,생활안전,1,200,회전,30,2015년,053-667-3900,35.83395556,128.5299694,2021.6.14
대구광역시 달서구청,앞산순환로39길 50(송현동),송현동 1955-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.82273056,128.5497694,2021.6.14
대구광역시 달서구청,송현로8길 74(송현동),송현1동 1962-1,생활안전,1,200,회전,30,2017년,053-667-3900,35.82475556,128.5506444,2021.6.14
대구광역시 달서구청,월성동 500-2,월성동 500-2,생활안전,1,200,회전,30,2015년,053-667-3900,35.82488611,128.533225,2021.6.14
대구광역시 달서구청,조암남로20길 17(월성동),대천동 526-6,생활안전,1,200,회전,30,2015년,053-667-3900,35.82027222,128.5219583,2021.6.14
대구광역시 달서구청,진천동 275-10,진천동 275-10,생활안전,1,200,회전,30,2015년,053-667-3900,35.81077778,128.5288139,2021.6.14
대구광역시 달서구청,상화로7길 34(진천동),진천동 715,생활안전,1,200,회전,30,2016년,053-667-3900,35.80922778,128.51975,2021.6.14
대구광역시 달서구청,진천로16길 72(진천동),진천동 79-10,생활안전,1,200,회전,30,2016년,053-667-3900,35.816525,128.527425,2021.6.14
대구광역시 달서구청,달구벌대로 1744-12(두류동),두류동 471-9,생활안전,1,200,회전,30,2015년,053-667-3900,35.85669444,128.5568556,2021.6.14
대구광역시 달서구청,성당로33길 98(성당동),성당동 60-1,생활안전,1,200,회전,30,2016년,053-667-3900,35.85240833,128.5696889,2021.6.14
대구광역시 달서구청,성서동로61길 5(이곡동),장기동 180-61,생활안전,1,200,회전,30,2016년,053-667-3900,35.84771111,128.5151361,2021.6.14
대구광역시 달서구청,달구벌대로 1388-22(장기동),장기동 124-3,생활안전,1,200,회전,30,2016년,053-667-3900,35.8493474,128.5193146,2021.6.14
대구광역시 달서구청,선원로5길 14(신당동),신당동 1663,생활안전,1,200,회전,30,2016년,053-667-3900,35.86008056,128.4951833,2021.6.14
대구광역시 달서구청,달구벌대로243길 40(이곡동),이곡동 1210-3,생활안전,1,200,회전,30,2016년,053-667-3900,35.85312778,128.50205,2021.6.14
대구광역시 달서구청,감삼1길 32(감삼동),감삼동 169-17,생활안전,1,200,회전,30,2015년,053-667-3900,35.84860833,128.5383361,2021.6.14
대구광역시 달서구청,와룡로17길 23(본리동),본리동 390,생활안전,1,200,회전,30,2015년,053-667-3900,35.83931389,128.5358806,2021.6.14
대구광역시 달서구청,상화로51안길 31-12(상인동),상인2동 1332-35,생활안전,1,200,회전,30,2016년,053-667-3900,35.81015556,128.5401806,2021.6.14
대구광역시 달서구청,상인로18길 53(상인동),상인1동 1542-10,생활안전,1,200,회전,30,2016년,053-667-3900,35.81645,128.5490583,2021.6.14
대구광역시 달서구청,구마로46길 56(송현동),송현2동 122-4,생활안전,1,200,회전,30,2015년,053-667-3900,35.8344313,128.5527078,2021.6.14
대구광역시 달서구청,월배로83길 13(송현동),송현2동 184-53,생활안전,1,200,회전,30,2015년,053-667-3900,35.83160556,128.5511667,2021.6.14
대구광역시 달서구청,송현로16길 93(송현동),송현2동 1907-4,생활안전,1,200,회전,30,2015년,053-667-3900,35.8280843,128.545977,2021.6.14
대구광역시 달서구청,진천로4길 66(진천동),진천동 194-1,생활안전,1,200,회전,30,2016년,053-667-3900,35.81182222,128.5293917,2021.6.14
대구광역시 달서구청,월성로 74-1(월성동),월성동 84-4,생활안전,1,200,회전,30,2016년,053-667-3900,35.83152222,128.5264917,2021.6.14
대구광역시 달서구청,월배로93길 15(송현동),송현동 136-5,생활안전,1,200,회전,30,2015년,053-667-3900,35.83478889,128.5546556,2021.6.14
대구광역시 달서구청,월배로68안길 43-16(송현동),송현1동 798-42,생활안전,1,200,회전,30,2015년,053-667-3900,35.82682778,128.5489806,2021.6.14
대구광역시 달서구청,구마로10길 26(본동),본동 707,생활안전,1,200,회전,30,2015년,053-667-3900,35.83593611,128.5320389,2021.6.14
대구광역시 달서구청,상인서로10길 40(상인동),상인동 1541-7,생활안전,1,200,회전,30,2016년,053-667-3900,35.81642778,128.5478806,2021.6.14
대구광역시 달서구청,미리샘길 55(도원동),도원동 1450-10,생활안전,1,200,회전,30,2016년,053-667-3900,35.8070103,128.5452353,2021.6.14
대구광역시 달서구청,월배로24길 46(진천동),진천동 255-8,생활안전,1,200,회전,30,2016년,053-667-3900,35.81287222,128.5280694,2021.6.14
대구광역시 달서구청,진천로7길 42(진천동),진천동 479-24,생활안전,1,200,회전,30,2016년,053-667-3900,35.81128889,128.5228694,2021.6.14
대구광역시 달서구청,대명천로6길 19(성당동),성당동 201-8,생활안전,1,200,회전,30,2016년,053-667-3900,35.839987,128.556682,2021.6.14
대구광역시 달서구청,대명천로10길 37(성당동),성당동 385-10,생활안전,1,200,회전,30,2015년,053-667-3900,35.83971944,128.5561556,2021.6.14
대구광역시 달서구청,성서로72길 9(이곡동),이곡동 1000-75,생활안전,1,200,회전,30,2016년,053-667-3900,35.8493488,128.5079616,2021.6.14
대구광역시 달서구청,성서로72길 135(이곡동),이곡동 1289,생활안전,1,200,회전,30,2016년,053-667-3900,35.8494522,128.5148746,2021.6.14
대구광역시 달서구청,선원로23길 117(이곡동),이곡동 1173-11,생활안전,1,200,회전,30,2016년,053-667-3900,35.86165278,128.5023278,2021.6.14
대구광역시 달서구청,선원로10길 26(신당동),신당동 160,생활안전,1,200,회전,30,2016년,053-667-3900,35.85815,128.4975944,2021.6.14
대구광역시 달서구청,성당로53길 11(두류동),두류동 777-58,생활안전,1,200,회전,30,2015년,053-667-3900,35.85637778,128.5732972,2021.6.14
대구광역시 달서구청,파도고개로1안길 13(성당동),성당동 56-35,생활안전,1,200,회전,30,2015년,053-667-3900,35.8511628,128.5722945,2021.6.14
대구광역시 달서구청,월배로39길 46(상인동),상인동 123-1,어린이보호,1,200,고정,30,2010년,053-667-3900,35.8211994,128.5314406,2021.6.14
대구광역시 달서구청,상인동 118-2,상인동 118-2,어린이보호,1,200,고정,30,2020년,053-667-3900,35.82230278,128.5321694,2021.6.14
대구광역시 달서구청,상인로9길 20(상인동),상인동 1565-10,어린이보호,1,200,고정,30,2020년,053-667-3900,35.81105278,128.5477917,2021.6.14
대구광역시 달서구청,도원남로 18(도원동),도원동 1440-3,어린이보호,1,200,고정,30,2020년,053-667-3900,35.805675,128.531425,2021.6.14
대구광역시 달서구청,도원동 1441-2,도원동 1441-2,어린이보호,1,200,고정,30,2010년,053-667-3900,35.80493611,128.5319472,2021.6.14
대구광역시 달서구청,월곡로45길 38(상인동),상인동 1419-2,어린이보호,1,200,고정,30,2020년,053-667-3900,35.81393611,128.5395806,2021.6.14
대구광역시 달서구청,월곡로43길 27(상인동),상인동 1474-2,어린이보호,1,200,고정,30,2020년,053-667-3900,35.81340833,128.5411806,2021.6.14
대구광역시 달서구청,상인동 1589,상인동 1589,어린이보호,1,200,고정,30,2020년,053-667-3900,35.80724167,128.5511028,2021.6.14
대구광역시 달서구청,월배로 68길 74(송현동),송현동 1955,어린이보호,1,200,고정,30,2020년,053-667-3900,35.82356667,128.5504806,2021.6.14
대구광역시 달서구청,앞산순환로45길 23(송현동),송현동 1967,어린이보호,1,200,고정,30,2010년,053-667-3900,35.82433611,128.5526556,2021.6.14
대구광역시 달서구청,송현로 114(송현동),송현동 1909,어린이보호,1,200,고정,30,2010년,053-667-3900,35.8276129,128.544202,2021.6.14
대구광역시 달서구청,월배로69길 26(송현동),송현동 1922-22,어린이보호,1,200,고정,30,2010년,053-667-3900,35.82715278,128.5465028,2021.6.14
대구광역시 달서구청,조암로14안길 29(월성동),월성동 1434,어린이보호,1,200,고정,30,2020년,053-667-3900,35.8240888,128.5211202,2021.6.14
대구광역시 달서구청,월곡로94길 10(월성동),월성동 82,어린이보호,1,200,고정,30,2010년,053-667-3900,35.83268889,128.5253361,2021.6.14
대구광역시 달서구청,상화로 88-11(진천동),대곡동 1031-1,어린이보호,1,200,고정,30,2010년,053-667-3900,35.80648056,128.5237361,2021.6.14
대구광역시 달서구청,상화로 88-11(진천동),대곡동 1031-1,어린이보호,1,200,고정,30,2010년,053-667-3900,35.80642778,128.5236917,2021.6.14
대구광역시 달서구청,진천로 16길 68-11(진천동),진천동 79-31,어린이보호,1,200,고정,30,2020년,053-667-3900,35.81606944,128.5277694,2021.6.14
대구광역시 달서구청,진천동 49-10,진천동 49-10,어린이보호,1,200,고정,30,2020년,053-667-3900,35.81742222,128.5294139,2021.6.14
대구광역시 달서구청,달서대로 27(유천동),유천동 333,어린이보호,1,200,고정,30,2010년,053-667-3900,35.81220833,128.5130722,2021.6.14
대구광역시 달서구청,조암로5길 14(월성동),월성동 591-3,어린이보호,1,200,고정,30,2020년,053-667-3900,35.82391667,128.5277806,2021.6.14
대구광역시 달서구청,진천동 809-14,진천동 809-14,어린이보호,1,200,고정,30,2020년,053-667-3900,35.81044167,128.5289917,2021.6.14
