위도,경도,업종명,업소명,소재지 주소,행정동,전화번호,담당부서,기준일자
35.82930224,128.550601,일반음식점,송죽구이,대구광역시 달서구 월배로 390 (송현동),송현1동,053-651-6980,대구광역시 달서구 위생과,2021-10-28
35.826196,128.52746,일반음식점,비비큐월성행복점,"대구광역시 달서구 조암로6길 20 (월성동,월성푸르지오 상가2 103호)",월성1동,053-641-9623,대구광역시 달서구 위생과,2021-10-28
35.840119,128.544123,일반음식점,갑산식당,"대구광역시 달서구 당산로 27, 7동 3호 (본리동,(달서종합시장))",본리동,053-621-6912,대구광역시 달서구 위생과,2021-10-28
35.85840018,128.5615979,일반음식점,신광식육식당,"대구광역시 달서구 야외음악당로47길 105 (두류동,(평화상가 3호))",두류1.2동,053-624-9275,대구광역시 달서구 위생과,2021-10-28
35.833986,128.547125,일반음식점,청구회&해산물,"대구광역시 달서구 학산로 190 (송현동,(1997.11.11 행정구역변경))",송현1동,053-628-3758,대구광역시 달서구 위생과,2021-10-28
35.82798202,128.5593133,일반음식점,청도추어탕식당,대구광역시 달서구 중흥로16길 3 (송현동),송현1동,053-626-1498,대구광역시 달서구 위생과,2021-10-28
35.83667178,128.5513272,일반음식점,황금돼지국밥,대구광역시 달서구 구마로 216 (송현동),송현2동,053-628-0186,대구광역시 달서구 위생과,2021-10-28
35.852711,128.500532,일반음식점,페리카나식당,"대구광역시 달서구 성서서로 316 (이곡동,상가 108호)",이곡1동,053-653-9358,대구광역시 달서구 위생과,2021-10-28
35.85033273,128.546119,일반음식점,포항회식당,"대구광역시 달서구 달구벌대로332길 88, 지상1,2층 (감삼동)",감삼동,053-553-4518,대구광역시 달서구 위생과,2021-10-28
35.85488436,128.4942246,일반음식점,서래갈매기,대구광역시 달서구 서당로7길 23 (신당동),신당동,053-295-9596,대구광역시 달서구 위생과,2021-10-28
35.86145744,128.5707654,일반음식점,정민막창식당,"대구광역시 달서구 달구벌대로 1886, 1-2동 (두류동)",두류1.2동,053-623-0824,대구광역시 달서구 위생과,2021-10-28
35.83759248,128.5510347,일반음식점,대화숯불식당,"대구광역시 달서구 구마로 211, 1층 (성당동)",성당동,053-656-2662,대구광역시 달서구 위생과,2021-10-28
35.80992971,128.541338,일반음식점,득원보쌈,대구광역시 달서구 월곡로35길 79 (상인동),상인1동,,대구광역시 달서구 위생과,2021-10-28
35.85807,128.53144,일반음식점,용산산곰장어,대구광역시 달서구 달구벌대로301길 183 (용산동),용산1동,053-524-3828,대구광역시 달서구 위생과,2021-10-28
35.8621194,128.5737044,일반음식점,분더웨딩,"대구광역시 달서구 달구벌대로 1910, 크리스탈호텔 9층 (두류동)",두류1.2동,053-252-7799,대구광역시 달서구 위생과,2021-10-28
35.8549559,128.5219926,일반음식점,나물밥상,"대구광역시 달서구 새동네로 81-7, 1층 (용산동)",용산1동,053-554-5346,대구광역시 달서구 위생과,2021-10-28
35.85863156,128.5622306,일반음식점,왔다식당,대구광역시 달서구 야외음악당로53길 59 (두류동),두류1.2동,053-627-4268,대구광역시 달서구 위생과,2021-10-28
35.79706257,128.5484086,일반음식점,원풍참한닭,"대구광역시 달서구 수밭길 25, 1층 (도원동)",도원동,053-635-4738,대구광역시 달서구 위생과,2021-10-28
35.79505869,128.5490475,일반음식점,정자나무집,대구광역시 달서구 수밭길 78 (도원동),도원동,053-641-3683,대구광역시 달서구 위생과,2021-10-28
35.84669371,128.5376251,일반음식점,청도식당,"대구광역시 달서구 와룡로 158, 1층 (감삼동)",감삼동,053-571-0233,대구광역시 달서구 위생과,2021-10-28
35.85488631,128.5457075,일반음식점,서남시장김주연왕족발,대구광역시 달서구 달구벌대로329길 28 (감삼동),감삼동,053-561-6933,대구광역시 달서구 위생과,2021-10-28
35.85869194,128.5704355,일반음식점,하모니치킨,대구광역시 달서구 명덕로2길 76 (두류동),두류1.2동,053-627-4859,대구광역시 달서구 위생과,2021-10-28
35.85615828,128.5591573,일반음식점,바다마을,대구광역시 달서구 두류공원로 252 (두류동),두류1.2동,053-628-1200,대구광역시 달서구 위생과,2021-10-28
35.8538435,128.497451,일반음식점,외갓집통닭,"대구광역시 달서구 신당로 55, 가동 203호 (신당동,주공상가)",신당동,053-582-9617,대구광역시 달서구 위생과,2021-10-28
35.817513,128.545964,일반음식점,대구통닭 상인점,대구광역시 달서구 상화북로43길 74 (상인동),상인1동,053-643-0092,대구광역시 달서구 위생과,2021-10-28
35.85992339,128.5654397,일반음식점,고향사랑방,대구광역시 달서구 달구벌대로 1834 (두류동),두류1.2동,053-650-6144,대구광역시 달서구 위생과,2021-10-28
35.85681653,128.5648639,일반음식점,대구반점,대구광역시 달서구 야외음악당로 281 (두류동),두류1.2동,053-628-9016,대구광역시 달서구 위생과,2021-10-28
35.84344,128.55082,일반음식점,류성삼겹살,"대구광역시 달서구 장기로 90, 1층 (성당동)",성당동,053-653-9199,대구광역시 달서구 위생과,2021-10-28
35.85508,128.55185,일반음식점,광장갈비,"대구광역시 달서구 야외음악당로39길 83-12, 1,2층 (두류동)",두류1.2동,053-655-2907,대구광역시 달서구 위생과,2021-10-28
35.85602103,128.5537755,일반음식점,싱싱주물럭 어탕국수,대구광역시 달서구 달구벌대로344길 1 (두류동),두류3동,053-622-3447,대구광역시 달서구 위생과,2021-10-28
35.80886739,128.5509575,일반음식점,제일양념통닭,대구광역시 달서구 상인로 7-7 (상인동),상인1동,053-638-1910,대구광역시 달서구 위생과,2021-10-28
35.84120111,128.556174,일반음식점,금봉참옻닭,"대구광역시 달서구 대명천로8길 55, 1층 (성당동)",성당동,053-628-9220,대구광역시 달서구 위생과,2021-10-28
35.8555734,128.5531191,일반음식점,육해공장 광장점,"대구광역시 달서구 달구벌대로344길 18 (두류동,(지상1층))",두류3동,053-628-2843,대구광역시 달서구 위생과,2021-10-28
35.85509885,128.4946688,일반음식점,토속정한식집,대구광역시 달서구 서당로7길 16 (신당동),신당동,053-584-4806,대구광역시 달서구 위생과,2021-10-28
35.8568681,128.5577008,일반음식점,두류해물탕,대구광역시 달서구 두류공원로 267 (두류동),두류3동,053-655-2001,대구광역시 달서구 위생과,2021-10-28
35.813618,128.536453,일반음식점,왕곱배기냉면,대구광역시 달서구 상원로 40 (상인동),상인1동,053-632-8600,대구광역시 달서구 위생과,2021-10-28
35.83711552,128.5389772,일반음식점,본동복어,대구광역시 달서구 구마로 104 (본동),송현2동,053-527-2206,대구광역시 달서구 위생과,2021-10-28
35.85021501,128.5402728,일반음식점,성림구이,대구광역시 달서구 감삼북길 165 (감삼동),감삼동,053-561-5912,대구광역시 달서구 위생과,2021-10-28
35.836321,128.552962,일반음식점,선비고을빈대떡,대구광역시 달서구 구마로46길 11 (송현동),송현1동,053-625-0680,대구광역시 달서구 위생과,2021-10-28
35.8128699,128.5468909,일반음식점,비어로맨스,대구광역시 달서구 상인서로 18-24 (상인동),상인1동,053-636-5356,대구광역시 달서구 위생과,2021-10-28
35.8425298,128.5375748,일반음식점,황장군 본리점,"대구광역시 달서구 와룡로 110, 2층 (본리동)",본리동,053-523-0335,대구광역시 달서구 위생과,2021-10-28
35.83410995,128.4960988,일반음식점,바보온달,대구광역시 달서구 성서공단로22안길 16 (월암동),월성1동,053-583-0021,대구광역시 달서구 위생과,2021-10-28
35.8621194,128.5737044,일반음식점,분더웨딩,"대구광역시 달서구 달구벌대로 1910, 크리스탈호텔 3층 (두류동)",두류1.2동,053-252-7799,대구광역시 달서구 위생과,2021-10-28
35.8621194,128.5737044,일반음식점,비비큐크리스탈점,대구광역시 달서구 달구벌대로 1910 (두류동),두류1.2동,053-621-8484,대구광역시 달서구 위생과,2021-10-28
35.85935877,128.5685691,일반음식점,서대구회타운,"대구광역시 달서구 밤골길 40 (두류동,지상1층)",두류1.2동,053-654-8721,대구광역시 달서구 위생과,2021-10-28
35.85643999,128.4929278,일반음식점,어통가성서점,대구광역시 달서구 서당로9길 46-5 (신당동),신당동,053-583-8223,대구광역시 달서구 위생과,2021-10-28
35.8269345,128.549998,일반음식점,페리카나,"대구광역시 달서구 월배로74길 24 (송현동,(지상1층))",송현1동,053-652-8906,대구광역시 달서구 위생과,2021-10-28
35.8459074,128.544096,일반음식점,황금수,대구광역시 달서구 와룡로32길 122 (감삼동),감삼동,053-527-9799,대구광역시 달서구 위생과,2021-10-28
35.81058179,128.5244123,일반음식점,페리카나치킨 진천대곡점,대구광역시 달서구 상화로21길 49 (진천동),진천동,,대구광역시 달서구 위생과,2021-10-28
35.82194974,128.5500852,일반음식점,옥돌각반점,대구광역시 달서구 송현로4길 18 (송현동),송현1동,053-653-9119,대구광역시 달서구 위생과,2021-10-28
35.81581296,128.5398841,일반음식점,양지식당,"대구광역시 달서구 월곡로 239, 1층 (상인동)",상인1동,,대구광역시 달서구 위생과,2021-10-28
35.85361212,128.540473,일반음식점,거창식당,대구광역시 달서구 죽전길 41 (죽전동),죽전동,053-565-3297,대구광역시 달서구 위생과,2021-10-28
35.80871049,128.5497945,일반음식점,부산돼지국밥,대구광역시 달서구 월곡로26길 23 (상인동),상인1동,053-634-9333,대구광역시 달서구 위생과,2021-10-28
35.83263438,128.5373087,일반음식점,바다회초밥,"대구광역시 달서구 학산로 97, 1층 (본동)",본동,053-523-3007,대구광역시 달서구 위생과,2021-10-28
35.81521163,128.5292012,일반음식점,대구뒷고기,"대구광역시 달서구 월배로28안길 4 (진천동,(지상1층))",진천동,053-642-4880,대구광역시 달서구 위생과,2021-10-28
35.81672833,128.5367585,일반음식점,썰푸는술집,대구광역시 달서구 월배로42길 40 (상인동),상인1동,053-637-0355,대구광역시 달서구 위생과,2021-10-28
35.83359608,128.5537521,일반음식점,산정숯불막창,대구광역시 달서구 학산로 250 (송현동),송현1동,053-651-9001,대구광역시 달서구 위생과,2021-10-28
35.85962752,128.4958817,일반음식점,만리홍반점,대구광역시 달서구 선원로15안길 77 (신당동),신당동,053-582-7113,대구광역시 달서구 위생과,2021-10-28
35.81514737,128.5294664,일반음식점,옛날손순대국밥,"대구광역시 달서구 월배로28길 8 (진천동,대금풀하우스 103호(지상1층))",진천동,,대구광역시 달서구 위생과,2021-10-28
35.83333665,128.5374794,일반음식점,조선장회수산,대구광역시 달서구 와룡로 7 (본동),본동,053-526-0777,대구광역시 달서구 위생과,2021-10-28
35.824538,128.554345,일반음식점,삼천포세꼬시,대구광역시 달서구 앞산순환로 235 (송현동),송현1동,,대구광역시 달서구 위생과,2021-10-28
35.82894314,128.5502886,일반음식점,진배기원조할매국밥(송현점),대구광역시 달서구 월배로 386 (송현동),송현1동,053-651-8878,대구광역시 달서구 위생과,2021-10-28
35.79721757,128.5480224,일반음식점,할매묵집,대구광역시 달서구 수밭길 32,도원동,053-632-8994,대구광역시 달서구 위생과,2021-10-28
35.8182907,128.538086,일반음식점,써리로,대구광역시 달서구 월곡로 269-1 (상인동),상인1동,053-635-9997,대구광역시 달서구 위생과,2021-10-28
35.85609713,128.5548611,일반음식점,부산식당,대구광역시 달서구 야외음악당로39동길 37-8 (두류동),두류1.2동,053-626-0974,대구광역시 달서구 위생과,2021-10-28
35.85086571,128.5358709,일반음식점,성주고향식당,대구광역시 달서구 달구벌대로309길 29 (죽전동),죽전동,,대구광역시 달서구 위생과,2021-10-28
35.86112459,128.5706301,일반음식점,명성막창,"대구광역시 달서구 달구벌대로378길 12, 1층 (두류동)",두류1.2동,053-629-1693,대구광역시 달서구 위생과,2021-10-28
35.80868909,128.5118741,일반음식점,길목식당,대구광역시 달서구 비슬로 2710 (대곡동),진천동,053-642-1826,대구광역시 달서구 위생과,2021-10-28
35.85131687,128.5536098,일반음식점,박장군식당,대구광역시 달서구 야외음악당로 161 (두류동),두류1.2동,,대구광역시 달서구 위생과,2021-10-28
35.81218942,128.531859,일반음식점,종국이 두마리치킨,대구광역시 달서구 월배로24길 119 (진천동),진천동,,대구광역시 달서구 위생과,2021-10-28
35.85490272,128.5400943,일반음식점,상진푸드,"대구광역시 달서구 죽전길 71, 1층 (죽전동)",죽전동,053-563-8292,대구광역시 달서구 위생과,2021-10-28
35.85333923,128.5370169,일반음식점,개미분식,"대구광역시 달서구 와룡로 231 (죽전동,(1층))",죽전동,053-559-9400,대구광역시 달서구 위생과,2021-10-28
35.81818561,128.5272512,일반음식점,귀빈,"대구광역시 달서구 조암남로19길 96, 1층 (대천동)",월성1동,053-984-6301,대구광역시 달서구 위생과,2021-10-28
35.83038812,128.5496677,일반음식점,실비식당,대구광역시 달서구 송현동길 19 (송현동),송현2동,053-628-7057,대구광역시 달서구 위생과,2021-10-28
35.85050147,128.5119773,일반음식점,정이품,대구광역시 달서구 성서동로65길 70 (이곡동),이곡1동,053-581-8140,대구광역시 달서구 위생과,2021-10-28
35.85065,128.54086,일반음식점,막창이야기,"대구광역시 달서구 감삼북길 149 (감삼동,(지상1층))",감삼동,053-554-3588,대구광역시 달서구 위생과,2021-10-28
35.831448,128.552431,일반음식점,김밥사랑,대구광역시 달서구 월배로 418-1 (송현동),송현1동,053-629-2869,대구광역시 달서구 위생과,2021-10-28
35.85938582,128.4998219,일반음식점,만세푸드,"대구광역시 달서구 선원로 67-1, 1층 (신당동)",신당동,,대구광역시 달서구 위생과,2021-10-28
35.85568453,128.5679006,일반음식점,가마솥돼지국밥,대구광역시 달서구 파도고개로 142 (두류동),두류1.2동,053-629-9505,대구광역시 달서구 위생과,2021-10-28
35.795687,128.548448,일반음식점,시골집식당,대구광역시 달서구 수밭길 58 (도원동),도원동,053-632-3531,대구광역시 달서구 위생과,2021-10-28
35.83676769,128.5341266,일반음식점,팔도감자탕,"대구광역시 달서구 구마로12길 7 (본동,(1층))",본동,053-527-2109,대구광역시 달서구 위생과,2021-10-28
35.84335768,128.5537094,일반음식점,꼬마닭,"대구광역시 달서구 장기로 64, 1층 (성당동)",성당동,,대구광역시 달서구 위생과,2021-10-28
35.855546,128.507767,일반음식점,페이파(PEPPER),"대구광역시 달서구 이곡공원로 1 (이곡동,(지하1층))",이곡1동,053-584-6090,대구광역시 달서구 위생과,2021-10-28
35.80802896,128.5123788,일반음식점,대곡막창,대구광역시 달서구 비슬로542길 23 (대곡동),진천동,,대구광역시 달서구 위생과,2021-10-28
35.83362437,128.5515275,일반음식점,윙크,대구광역시 달서구 학산로 230 (송현동),송현1동,053-652-2977,대구광역시 달서구 위생과,2021-10-28
35.85459282,128.4927945,일반음식점,소담카츠,대구광역시 달서구 서당로7길 59 (신당동),신당동,053-586-7842,대구광역시 달서구 위생과,2021-10-28
35.85460266,128.5034344,일반음식점,꿀꿀이통돼지왕소금구이,"대구광역시 달서구 이곡서로 62 (이곡동,(지상1층))",이곡1동,053-584-7001,대구광역시 달서구 위생과,2021-10-28
35.840832,128.538063,일반음식점,진미식당,대구광역시 달서구 대명천로41길 9 (본리동),본리동,,대구광역시 달서구 위생과,2021-10-28
35.8550839,128.5418891,일반음식점,강박사,대구광역시 달서구 달구벌대로323길 59 (감삼동),감삼동,053-567-0155,대구광역시 달서구 위생과,2021-10-28
35.81097602,128.5187383,일반음식점,무진장반점,"대구광역시 달서구 상화로5길 43, 지상1층 (진천동)",진천동,053-635-4008,대구광역시 달서구 위생과,2021-10-28
35.854372,128.503228,일반음식점,팔팔활어회팔팔물회전문점,대구광역시 달서구 이곡서로 34 (이곡동),이곡1동,053-581-3382,대구광역시 달서구 위생과,2021-10-28
35.85691583,128.5648314,일반음식점,옛날통막걸리,대구광역시 달서구 야외음악당로57길 4 (두류동),두류1.2동,,대구광역시 달서구 위생과,2021-10-28
35.83004237,128.528337,일반음식점,대박,"대구광역시 달서구 월성로 77, 나동 203호 (월성동, 월성주공2단지아파트)",월성1동,053-675-0749,대구광역시 달서구 위생과,2021-10-28
35.84314001,128.536162,일반음식점,동해식당,대구광역시 달서구 장기로 221-11 (본리동),본리동,053-555-3872,대구광역시 달서구 위생과,2021-10-28
35.85241,128.54882,일반음식점,뚱채김밥,"대구광역시 달서구 당산로 178, 1층 (두류동)",두류1.2동,053-622-2866,대구광역시 달서구 위생과,2021-10-28
35.84139306,128.5003508,일반음식점,똘이식당,대구광역시 달서구 성서서로 186-4 (갈산동),신당동,053-588-2108,대구광역시 달서구 위생과,2021-10-28
35.84436,128.55238,일반음식점,화수분,"대구광역시 달서구 야외음악당로 79, 1층 (성당동)",성당동,053-624-6410,대구광역시 달서구 위생과,2021-10-28
35.81019597,128.5260696,일반음식점,대박수산,대구광역시 달서구 진천로 13 (진천동),진천동,053-636-5580,대구광역시 달서구 위생과,2021-10-28
35.79609843,128.5483466,일반음식점,중앙식당,대구광역시 달서구 수밭길 51 (도원동),도원동,053-631-1006,대구광역시 달서구 위생과,2021-10-28
35.85456168,128.4782352,일반음식점,청도추어탕,"대구광역시 달서구 달구벌대로203길 26-1, 1층 (호산동)",신당동,053-585-2535,대구광역시 달서구 위생과,2021-10-28
35.85605343,128.558448,일반음식점,광장복어,대구광역시 달서구 두류공원로 253 (두류동),두류3동,053-628-7970,대구광역시 달서구 위생과,2021-10-28
35.85741094,128.5668722,일반음식점,또래오래(두류대명점),"대구광역시 달서구 두류6길 29, 1층 (두류동)",두류1.2동,053-622-9130,대구광역시 달서구 위생과,2021-10-28
35.85588112,128.5547931,일반음식점,무릉도원식당,대구광역시 달서구 야외음악당로39동길 37-5 (두류동),두류1.2동,,대구광역시 달서구 위생과,2021-10-28
35.85510004,128.4943809,일반음식점,나이스투미츄,대구광역시 달서구 서당로7길 22 (신당동),신당동,053-583-7472,대구광역시 달서구 위생과,2021-10-28
35.85538804,128.5600376,일반음식점,영우동식당,대구광역시 달서구 야외음악당로45길 3 (두류동),두류1.2동,053-656-4374,대구광역시 달서구 위생과,2021-10-28
35.810724,128.549708,일반음식점,용문각,대구광역시 달서구 상인로 33 (상인동),상인1동,053-638-1980,대구광역시 달서구 위생과,2021-10-28
35.853902,128.505143,일반음식점,대장금안동생고기,대구광역시 달서구 이곡서로 15 (이곡동),이곡1동,053-585-1702,대구광역시 달서구 위생과,2021-10-28
35.85105749,128.5413303,일반음식점,은성,대구광역시 달서구 감삼북길 138 (감삼동),감삼동,053-567-1255,대구광역시 달서구 위생과,2021-10-28
